level_id,episode,mission,vertex_1,vertex_2,angle,line,side,offset
14,2,5,172,177,0,173,0,0
14,2,5,178,174,-32768,175,0,0
14,2,5,174,172,16384,176,1,0
14,2,5,176,175,-16384,168,1,0
14,2,5,178,177,16384,169,1,0
14,2,5,177,176,0,170,0,0
14,2,5,175,178,-32768,171,0,0
14,2,5,1112,962,0,1133,0,32
14,2,5,962,963,-16384,1134,0,0
14,2,5,963,1113,-32768,1135,0,0
14,2,5,342,1135,16384,368,0,0
14,2,5,345,346,-21220,370,0,0
14,2,5,1136,345,-16384,379,0,128
14,2,5,862,342,16384,958,0,0
14,2,5,341,864,16384,960,0,0
14,2,5,864,862,16384,963,0,0
14,2,5,1,342,0,367,0,0
14,2,5,342,862,-16384,958,1,0
14,2,5,863,1,16384,959,1,0
14,2,5,862,863,-32768,964,0,0
14,2,5,341,2,-32768,366,0,0
14,2,5,864,341,-16384,960,1,0
14,2,5,2,865,16384,961,1,0
14,2,5,865,864,0,965,0,0
14,2,5,559,560,0,603,0,0
14,2,5,560,561,-16384,604,0,0
14,2,5,561,578,-16384,630,0,0
14,2,5,549,850,-32768,930,0,0
14,2,5,852,550,-32768,933,0,0
14,2,5,582,583,-16384,623,0,0
14,2,5,561,582,0,627,0,0
14,2,5,583,578,-32768,629,0,0
14,2,5,578,561,16384,630,1,0
14,2,5,581,580,-16384,622,1,0
14,2,5,583,582,16384,623,1,0
14,2,5,582,581,0,624,0,0
14,2,5,580,583,-32768,625,0,0
14,2,5,546,1126,-32768,587,0,0
14,2,5,1137,546,-16384,591,0,64
14,2,5,1127,557,0,599,0,40
14,2,5,547,548,0,590,0,0
14,2,5,548,1137,-16384,591,0,0
14,2,5,557,547,16384,600,0,0
14,2,5,548,547,-32768,590,1,0
14,2,5,547,549,24576,592,0,0
14,2,5,550,548,-24576,593,0,0
14,2,5,578,579,-16384,621,0,0
14,2,5,579,853,-32768,934,0,0
14,2,5,853,852,16384,935,0,0
14,2,5,586,584,-32768,634,0,0
14,2,5,587,586,-16384,635,0,0
14,2,5,584,585,16384,663,0,0
14,2,5,585,587,0,664,1,0
14,2,5,584,577,-32768,632,0,0
14,2,5,576,585,0,633,0,0
14,2,5,585,584,-16384,663,1,0
14,2,5,577,576,16384,674,0,0
14,2,5,585,588,16384,636,0,0
14,2,5,589,587,-16384,637,0,0
14,2,5,587,585,-32768,664,0,0
14,2,5,588,589,0,665,1,0
14,2,5,562,563,8192,605,0,0
14,2,5,564,565,24576,606,0,0
14,2,5,566,564,-32768,607,0,0
14,2,5,563,567,0,608,0,0
14,2,5,567,576,-8192,619,0,0
14,2,5,577,566,-24576,620,0,0
14,2,5,565,562,16384,631,0,0
14,2,5,576,577,-16384,674,1,0
14,2,5,580,581,16384,622,0,0
14,2,5,581,562,0,626,0,0
14,2,5,565,580,-32768,628,0,0
14,2,5,562,565,-16384,631,1,0
14,2,5,596,598,16384,646,0,0
14,2,5,598,600,0,648,0,0
14,2,5,597,596,-32768,669,0,0
14,2,5,600,597,-16384,670,1,0
14,2,5,594,596,16384,644,0,0
14,2,5,597,595,-16384,645,0,0
14,2,5,595,594,-32768,668,0,0
14,2,5,596,597,0,669,1,0
14,2,5,599,597,-32768,647,0,0
14,2,5,602,599,-16384,650,0,0
14,2,5,597,600,16384,670,0,0
14,2,5,600,602,0,671,1,0
14,2,5,592,594,16384,642,0,0
14,2,5,595,593,-16384,643,0,0
14,2,5,593,592,-32768,667,0,0
14,2,5,594,595,0,668,1,0
14,2,5,590,592,16384,640,0,0
14,2,5,593,591,-16384,641,0,0
14,2,5,591,590,-32768,666,0,0
14,2,5,592,593,0,667,1,0
14,2,5,588,590,16384,638,0,0
14,2,5,591,589,-16384,639,0,0
14,2,5,589,588,-32768,665,0,0
14,2,5,590,591,0,666,1,0
14,2,5,551,552,16384,594,0,0
14,2,5,552,553,0,595,0,0
14,2,5,553,558,-16384,601,0,0
14,2,5,2,3,-16384,1,0,0
14,2,5,4,1134,16384,2,0,0
14,2,5,3,4,-32768,957,0,0
14,2,5,344,341,16384,369,0,0
14,2,5,1132,358,-16384,380,0,48
14,2,5,358,344,-32768,381,0,0
14,2,5,1128,551,8192,596,0,147
14,2,5,558,559,-8192,602,0,0
14,2,5,608,607,0,656,0,0
14,2,5,609,608,16384,657,0,0
14,2,5,610,609,-32768,658,0,0
14,2,5,611,612,-32768,659,0,0
14,2,5,613,611,-16384,660,0,0
14,2,5,614,613,0,661,0,0
14,2,5,612,994,-32768,1179,0,0
14,2,5,994,995,-32768,1180,0,0
14,2,5,995,610,-32768,1181,0,0
14,2,5,23,24,-16384,16,0,0
14,2,5,957,958,16384,1127,0,0
14,2,5,49,86,-32768,73,0,0
14,2,5,86,88,16384,76,0,0
14,2,5,88,1138,8192,77,0,0
14,2,5,1139,41,8192,30,1,34
14,2,5,1138,88,-24576,77,1,34
14,2,5,24,23,16384,16,1,0
14,2,5,23,1139,8192,30,1,0
14,2,5,86,24,-32768,72,0,0
14,2,5,88,86,-16384,76,1,0
14,2,5,956,957,0,1126,0,0
14,2,5,1045,1046,16384,1254,0,0
14,2,5,1046,1047,-32768,1255,0,0
14,2,5,1047,1044,-16384,1256,0,0
14,2,5,958,959,-32768,1128,0,0
14,2,5,959,956,-16384,1129,0,0
14,2,5,957,956,-32768,1126,1,0
14,2,5,958,957,-16384,1127,1,0
14,2,5,959,958,0,1128,1,0
14,2,5,956,959,16384,1129,1,0
14,2,5,11,12,-32768,6,0,0
14,2,5,13,14,-32768,7,0,0
14,2,5,14,21,16384,34,0,0
14,2,5,24,11,-16384,36,0,0
14,2,5,12,13,-32768,69,0,0
14,2,5,1044,1045,0,1253,0,0
14,2,5,48,49,16384,37,0,0
14,2,5,1140,48,-32768,1022,0,320
14,2,5,16,17,16384,9,0,0
14,2,5,19,20,-16384,11,0,0
14,2,5,17,19,0,14,0,0
14,2,5,20,16,-32768,184,1,0
14,2,5,15,13,16384,8,0,0
14,2,5,12,18,-16384,10,0,0
14,2,5,13,12,0,69,1,0
14,2,5,18,15,-32768,1130,0,0
14,2,5,18,19,-16384,12,0,0
14,2,5,17,15,16384,13,0,0
14,2,5,19,17,-32768,14,1,0
14,2,5,15,18,0,1130,1,0
14,2,5,953,954,16384,1123,0,0
14,2,5,1040,1041,0,1249,0,0
14,2,5,1042,1043,-32768,1251,0,0
14,2,5,1141,23,0,1271,0,128
14,2,5,1041,1042,16384,1250,0,0
14,2,5,1043,1040,-16384,1252,0,0
14,2,5,1041,1040,-32768,1249,1,0
14,2,5,1042,1041,-16384,1250,1,0
14,2,5,1043,1042,0,1251,1,0
14,2,5,1040,1043,16384,1252,1,0
14,2,5,1142,22,16384,15,0,224
14,2,5,954,955,-32768,1124,0,0
14,2,5,22,1141,0,1271,0,0
14,2,5,21,1142,16384,15,0,0
14,2,5,955,952,-16384,1125,0,0
14,2,5,952,953,0,1122,0,0
14,2,5,953,952,-32768,1122,1,0
14,2,5,954,953,-16384,1123,1,0
14,2,5,955,954,0,1124,1,0
14,2,5,952,955,16384,1125,1,0
14,2,5,41,23,-24576,30,0,0
14,2,5,1036,1037,0,1245,0,0
14,2,5,23,22,-32768,1271,1,0
14,2,5,1037,1038,16384,1246,0,0
14,2,5,1039,1036,-16384,1248,0,0
14,2,5,1037,1036,-32768,1245,1,0
14,2,5,1038,1037,-16384,1246,1,0
14,2,5,1039,1038,0,1247,1,0
14,2,5,1036,1039,16384,1248,1,0
14,2,5,126,122,27931,126,0,0
14,2,5,121,122,16384,108,0,0
14,2,5,126,121,-32768,125,0,0
14,2,5,122,126,-4836,126,1,0
14,2,5,120,121,16384,107,0,0
14,2,5,126,125,-16384,112,0,0
14,2,5,125,120,-32768,124,0,0
14,2,5,121,126,0,125,1,0
14,2,5,119,120,16384,106,0,0
14,2,5,125,124,-16384,111,0,0
14,2,5,124,119,-32768,123,0,0
14,2,5,120,125,0,124,1,0
14,2,5,118,119,16384,105,0,0
14,2,5,124,123,-16384,110,0,0
14,2,5,123,118,-32768,122,0,0
14,2,5,119,124,0,123,1,0
14,2,5,26,118,16384,104,0,0
14,2,5,123,27,-16384,109,0,0
14,2,5,118,123,0,122,1,0
14,2,5,1038,1039,-32768,1247,0,0
14,2,5,1143,26,0,17,0,64
14,2,5,105,106,0,95,0,0
14,2,5,106,1144,-16384,96,0,0
14,2,5,1145,100,0,97,0,40
14,2,5,112,143,-32768,139,0,0
14,2,5,144,115,-32768,140,0,0
14,2,5,1144,107,-16384,96,0,152
14,2,5,107,110,-32768,99,0,0
14,2,5,110,111,16384,955,0,0
14,2,5,117,1146,-32768,103,0,0
14,2,5,116,117,-16384,953,0,0
14,2,5,111,112,26856,100,0,0
14,2,5,115,116,-27259,102,0,0
14,2,5,145,146,0,141,0,0
14,2,5,147,148,0,142,0,0
14,2,5,148,149,-5289,143,0,0
14,2,5,150,145,5289,144,0,0
14,2,5,261,262,-32768,261,0,0
14,2,5,262,150,16384,954,0,0
14,2,5,149,261,-16384,956,0,0
14,2,5,141,142,0,138,0,0
14,2,5,142,147,-16384,363,0,0
14,2,5,146,141,16384,364,0,0
14,2,5,113,114,-32768,101,0,0
14,2,5,143,113,-16384,362,0,0
14,2,5,114,144,16384,365,0,0
14,2,5,114,113,0,101,1,0
14,2,5,142,141,-32768,138,1,0
14,2,5,113,142,-16384,145,0,0
14,2,5,141,114,16384,146,0,0
14,2,5,122,140,-32768,136,0,0
14,2,5,140,102,-32768,137,0,0
14,2,5,102,1147,3796,190,0,0
14,2,5,97,1148,-32768,86,0,0
14,2,5,1149,97,-3791,191,0,358
14,2,5,1147,102,-28971,190,1,359
14,2,5,97,1149,28976,191,1,0
14,2,5,100,101,16384,88,0,0
14,2,5,104,105,-16384,90,0,0
14,2,5,101,104,0,93,0,0
14,2,5,99,97,16384,87,0,0
14,2,5,102,103,-16384,89,0,0
14,2,5,103,99,-32768,94,0,0
14,2,5,103,104,-16384,91,0,0
14,2,5,101,99,16384,92,0,0
14,2,5,104,101,-32768,93,1,0
14,2,5,99,103,0,94,1,0
14,2,5,44,45,-16384,33,0,0
14,2,5,45,91,-32768,79,0,0
14,2,5,946,44,0,1100,0,0
14,2,5,44,946,-32768,1100,1,0
14,2,5,947,948,0,1102,0,0
14,2,5,946,947,16384,1105,0,0
14,2,5,948,44,-16384,1106,0,0
14,2,5,685,681,16384,743,0,0
14,2,5,686,685,-32768,1101,0,0
14,2,5,685,686,0,1101,1,0
14,2,5,948,947,-32768,1102,1,0
14,2,5,947,685,16384,1103,0,0
14,2,5,686,948,-16384,1104,0,0
14,2,5,1135,343,16384,368,0,64
14,2,5,343,357,0,378,0,0
14,2,5,357,1136,-16384,379,0,0
14,2,5,622,623,-16384,680,0,0
14,2,5,623,624,-32768,681,0,0
14,2,5,624,625,16384,682,0,0
14,2,5,625,626,4836,683,0,0
14,2,5,627,628,-4836,684,0,0
14,2,5,628,629,-16384,685,0,0
14,2,5,626,627,0,1028,0,0
14,2,5,629,622,-16384,1183,0,0
14,2,5,652,1150,11547,701,0,0
14,2,5,1151,655,-32768,702,0,40
14,2,5,650,651,11547,699,0,0
14,2,5,651,652,0,700,0,0
14,2,5,627,626,-32768,1028,1,0
14,2,5,655,1105,-16384,1345,0,0
14,2,5,1105,627,-16384,1346,0,0
14,2,5,626,1106,16384,1347,0,0
14,2,5,1106,650,16384,1348,0,0
14,2,5,1152,684,-16384,742,0,256
14,2,5,684,686,-32768,744,0,0
14,2,5,1138,89,8192,77,0,237
14,2,5,89,90,2470,78,0,0
14,2,5,90,91,0,80,0,0
14,2,5,91,893,-16384,1021,0,0
14,2,5,893,1140,-32768,1022,0,0
14,2,5,91,90,-32768,80,1,0
14,2,5,89,1138,-24576,77,1,0
14,2,5,90,42,16384,1097,0,0
14,2,5,41,42,2555,31,1,0
14,2,5,90,89,-30297,78,1,0
14,2,5,42,90,-16384,1097,1,0
14,2,5,42,41,-30212,31,0,0
14,2,5,42,944,0,1098,0,0
14,2,5,311,310,16384,356,0,0
14,2,5,310,339,0,360,0,0
14,2,5,340,311,-32768,361,0,0
14,2,5,309,139,-16384,357,0,0
14,2,5,138,309,0,1118,0,0
14,2,5,309,310,0,317,0,0
14,2,5,311,139,-32768,318,0,0
14,2,5,310,311,-16384,356,1,0
14,2,5,139,309,16384,357,1,0
14,2,5,27,28,0,18,0,0
14,2,5,28,42,-16384,38,0,0
14,2,5,139,126,-29412,135,0,0
14,2,5,681,340,24576,740,0,0
14,2,5,944,945,16384,1099,0,0
14,2,5,945,946,0,1107,0,0
14,2,5,668,643,-16384,720,0,0
14,2,5,642,669,16384,721,0,0
14,2,5,670,671,0,1030,0,0
14,2,5,643,642,-32768,1033,1,0
14,2,5,644,645,16384,696,0,0
14,2,5,669,644,-32768,722,0,0
14,2,5,645,670,0,723,0,0
14,2,5,654,1151,-32768,702,0,0
14,2,5,663,654,-20746,712,0,0
14,2,5,648,649,0,698,0,0
14,2,5,649,895,-16384,1031,0,0
14,2,5,896,648,16384,1032,0,0
14,2,5,895,896,-32768,1121,0,0
14,2,5,1153,663,-32768,708,0,24
14,2,5,671,670,-32768,1030,1,0
14,2,5,670,896,16384,1119,0,0
14,2,5,895,671,-16384,1120,0,0
14,2,5,896,895,0,1121,1,0
14,2,5,656,657,-32768,703,0,0
14,2,5,657,658,20746,704,0,0
14,2,5,1154,661,-11547,707,0,71
14,2,5,658,1153,-32768,708,0,0
14,2,5,659,660,-11547,705,0,0
14,2,5,661,659,0,706,0,0
14,2,5,646,647,-16384,697,0,0
14,2,5,647,668,-32768,719,0,0
14,2,5,671,646,0,724,0,0
14,2,5,640,641,-32768,1029,1,0
14,2,5,660,1107,-16384,1349,0,0
14,2,5,1107,640,-16384,1350,0,0
14,2,5,641,1108,16384,1351,0,0
14,2,5,1108,656,16384,1352,0,0
14,2,5,618,619,16384,678,0,0
14,2,5,620,621,-16384,679,0,0
14,2,5,621,1129,-20956,711,0,0
14,2,5,619,620,0,1027,0,0
14,2,5,631,632,0,713,0,0
14,2,5,620,619,-32768,1027,1,0
14,2,5,631,642,16384,694,0,0
14,2,5,643,632,-16384,695,0,0
14,2,5,632,631,-32768,713,1,0
14,2,5,642,643,0,1033,0,0
14,2,5,1133,618,12493,677,0,120
14,2,5,622,629,16384,1183,1,0
14,2,5,629,1101,0,1337,0,0
14,2,5,1101,630,0,1338,0,0
14,2,5,619,1102,-32768,1339,0,0
14,2,5,1102,622,-32768,1340,0,0
14,2,5,630,631,8192,686,0,0
14,2,5,634,635,16384,688,0,0
14,2,5,636,637,16384,689,0,0
14,2,5,638,636,-32768,690,0,0
14,2,5,639,638,-16384,691,0,0
14,2,5,640,639,-4836,692,0,0
14,2,5,635,641,4836,693,0,0
14,2,5,641,640,0,1029,0,0
14,2,5,637,634,16384,1182,0,0
14,2,5,634,637,-16384,1182,1,0
14,2,5,633,1103,0,1341,0,0
14,2,5,1103,634,0,1342,0,0
14,2,5,637,1104,-32768,1343,0,0
14,2,5,1104,620,-32768,1344,0,0
14,2,5,632,633,-8192,687,0,0
14,2,5,248,249,16384,242,0,0
14,2,5,252,251,-16384,245,0,0
14,2,5,251,248,-32768,256,0,0
14,2,5,1155,252,0,259,0,192
14,2,5,247,248,16384,241,0,0
14,2,5,251,250,-16384,244,0,0
14,2,5,250,247,-32768,255,0,0
14,2,5,248,251,0,256,1,0
14,2,5,212,247,16384,240,0,0
14,2,5,250,219,-16384,243,0,0
14,2,5,219,212,-32768,254,0,0
14,2,5,247,250,0,255,1,0
14,2,5,211,212,16384,209,0,0
14,2,5,219,218,-16384,215,0,0
14,2,5,218,211,-32768,253,0,0
14,2,5,212,219,0,254,1,0
14,2,5,210,211,16384,208,0,0
14,2,5,218,217,-16384,214,0,0
14,2,5,217,210,-32768,252,0,0
14,2,5,211,218,0,253,1,0
14,2,5,690,691,8192,749,0,0
14,2,5,691,692,0,750,0,0
14,2,5,692,689,-8192,751,0,0
14,2,5,209,210,16384,207,0,0
14,2,5,217,216,-16384,213,0,0
14,2,5,216,209,-32768,251,0,0
14,2,5,210,217,0,252,1,0
14,2,5,208,209,16384,206,0,0
14,2,5,216,215,-16384,212,0,0
14,2,5,215,208,-32768,250,0,0
14,2,5,209,216,0,251,1,0
14,2,5,207,208,16384,205,0,0
14,2,5,215,213,-16384,211,0,0
14,2,5,213,207,-32768,249,0,0
14,2,5,208,215,0,250,1,0
14,2,5,689,688,-16384,747,0,0
14,2,5,687,690,16384,748,0,0
14,2,5,205,207,16384,204,0,0
14,2,5,213,214,-16384,210,0,0
14,2,5,214,205,-32768,248,0,0
14,2,5,207,213,0,249,1,0
14,2,5,682,687,24576,745,0,0
14,2,5,688,683,-24576,746,0,0
14,2,5,136,137,0,133,0,0
14,2,5,137,138,-16384,134,0,0
14,2,5,1156,136,3796,190,0,470
14,2,5,136,1156,-28971,190,1,0
14,2,5,194,136,0,193,0,0
14,2,5,204,203,-32768,201,0,0
14,2,5,214,204,-16384,216,0,0
14,2,5,205,214,0,248,1,0
14,2,5,203,194,-16384,200,0,0
14,2,5,680,682,16384,741,0,0
14,2,5,683,1152,-16384,742,0,0
14,2,5,339,680,8192,739,0,0
14,2,5,662,1154,-11547,707,0,0
14,2,5,665,662,0,710,0,0
14,2,5,664,665,0,906,0,0
14,2,5,822,823,0,892,0,0
14,2,5,823,824,-16384,893,0,0
14,2,5,824,825,-32768,894,0,0
14,2,5,825,822,16384,895,0,0
14,2,5,822,825,-16384,895,1,0
14,2,5,1157,1158,16384,896,0,8
14,2,5,825,824,0,894,1,0
14,2,5,664,1157,16384,896,0,0
14,2,5,1159,664,-32768,906,1,16
14,2,5,824,823,16384,893,1,0
14,2,5,1160,665,-16384,897,0,8
14,2,5,665,1159,-32768,906,1,0
14,2,5,823,822,-32768,892,1,0
14,2,5,1158,826,16384,896,0,16
14,2,5,827,1160,-16384,897,0,0
14,2,5,826,827,0,902,0,0
14,2,5,829,830,-24576,899,0,0
14,2,5,830,828,-32768,901,0,0
14,2,5,833,834,0,907,0,0
14,2,5,834,987,-8192,1168,0,0
14,2,5,987,829,-16384,1169,0,0
14,2,5,826,828,16384,898,0,0
14,2,5,830,827,-16384,900,0,0
14,2,5,828,830,0,901,1,0
14,2,5,827,826,-32768,902,1,0
14,2,5,1150,653,11547,701,0,71
14,2,5,977,978,8192,1157,0,0
14,2,5,991,992,-16384,1174,0,0
14,2,5,992,993,-32768,1175,0,0
14,2,5,993,977,16384,1176,0,0
14,2,5,653,664,0,709,0,0
14,2,5,828,831,24576,903,0,0
14,2,5,831,832,16384,904,0,0
14,2,5,832,833,8192,905,0,0
14,2,5,979,980,-8192,1158,0,0
14,2,5,980,988,-16384,1170,0,0
14,2,5,988,989,-32768,1171,0,0
14,2,5,989,990,16384,1172,0,0
14,2,5,973,974,0,1153,0,0
14,2,5,974,975,-16384,1154,0,0
14,2,5,975,976,-32768,1155,0,0
14,2,5,976,973,16384,1156,0,0
14,2,5,973,976,-16384,1156,1,0
14,2,5,975,974,16384,1154,1,0
14,2,5,974,973,-32768,1153,1,0
14,2,5,978,979,0,1163,0,0
14,2,5,976,975,0,1155,1,0
14,2,5,990,991,-32768,1173,0,0
14,2,5,990,989,-16384,1172,1,0
14,2,5,991,990,0,1173,1,0
14,2,5,992,991,16384,1174,1,0
14,2,5,989,992,-32768,1177,0,0
14,2,5,982,983,-24576,1160,0,0
14,2,5,983,981,-32768,1162,0,0
14,2,5,981,984,24576,1164,0,0
14,2,5,984,985,8192,1165,0,0
14,2,5,985,986,0,1166,0,0
14,2,5,986,982,-8192,1167,0,0
14,2,5,978,981,16384,1159,0,0
14,2,5,983,979,-16384,1161,0,0
14,2,5,981,983,0,1162,1,0
14,2,5,979,978,-32768,1163,1,0
14,2,5,263,264,16384,262,0,0
14,2,5,269,268,-16384,277,0,0
14,2,5,267,270,16384,276,0,0
14,2,5,267,268,-32768,266,0,0
14,2,5,269,270,0,267,0,0
14,2,5,270,267,-16384,276,1,0
14,2,5,268,269,16384,277,1,0
14,2,5,265,266,-16384,263,0,0
14,2,5,264,263,-16384,262,1,0
14,2,5,266,265,16384,263,1,0
14,2,5,263,266,-32768,264,0,0
14,2,5,265,264,0,265,0,0
14,2,5,239,240,0,233,0,0
14,2,5,243,244,-32768,236,0,0
14,2,5,240,239,-32768,233,1,0
14,2,5,244,243,0,236,1,0
14,2,5,239,244,16384,237,0,0
14,2,5,243,240,-16384,238,0,0
14,2,5,244,245,-32768,235,0,0
14,2,5,245,265,-16384,268,0,0
14,2,5,238,239,0,231,0,0
14,2,5,264,238,16384,275,0,0
14,2,5,242,243,-32768,234,0,0
14,2,5,301,302,0,309,0,0
14,2,5,270,242,16384,271,0,0
14,2,5,240,241,0,232,0,0
14,2,5,241,269,-16384,272,0,0
14,2,5,1161,267,16384,270,0,32
14,2,5,222,223,-24576,218,0,0
14,2,5,268,222,-16384,273,0,0
14,2,5,1061,220,16384,1274,0,0
14,2,5,227,1162,-32768,221,0,0
14,2,5,228,227,-31470,222,0,0
14,2,5,229,228,-16384,223,0,0
14,2,5,230,229,-8886,224,0,0
14,2,5,266,230,-16384,269,0,0
14,2,5,220,221,24576,217,0,0
14,2,5,221,263,16384,274,0,0
14,2,5,1163,1149,-3791,191,0,342
14,2,5,1149,1163,28976,191,1,180
14,2,5,1164,1060,0,1272,0,184
14,2,5,1060,1061,2058,1273,0,0
14,2,5,1147,1156,3796,190,0,179
14,2,5,1156,1147,-28971,190,1,68
14,2,5,195,196,0,194,0,0
14,2,5,231,232,8886,225,0,0
14,2,5,233,231,16384,226,0,0
14,2,5,234,233,31470,227,0,0
14,2,5,235,234,-32768,228,0,0
14,2,5,236,235,-16384,229,0,0
14,2,5,277,278,0,284,0,0
14,2,5,232,1161,16384,270,0,0
14,2,5,223,1062,-16384,1275,0,0
14,2,5,1062,195,-2058,1276,0,0
14,2,5,196,202,15732,199,0,0
14,2,5,202,205,0,202,0,0
14,2,5,237,236,-24576,230,0,0
14,2,5,279,280,16384,286,0,0
14,2,5,359,360,0,382,0,0
14,2,5,360,237,-16384,387,0,0
14,2,5,278,279,8192,285,0,0
14,2,5,280,281,24576,287,0,0
14,2,5,281,282,-32768,288,0,0
14,2,5,282,283,-24576,289,0,0
14,2,5,283,284,-16384,290,0,0
14,2,5,284,277,-8192,291,0,0
14,2,5,288,289,0,294,0,0
14,2,5,289,359,-16384,388,0,0
14,2,5,290,291,0,295,0,0
14,2,5,289,290,0,304,0,0
14,2,5,360,359,-32768,382,1,0
14,2,5,291,360,-16384,386,0,0
14,2,5,359,289,16384,388,1,0
14,2,5,249,258,-32768,258,0,0
14,2,5,259,1155,0,259,0,0
14,2,5,298,299,-32768,305,0,0
14,2,5,300,298,-32768,308,0,0
14,2,5,299,875,16384,991,0,0
14,2,5,876,877,0,992,0,0
14,2,5,877,878,-16384,993,0,0
14,2,5,878,300,-16384,994,0,0
14,2,5,875,876,16384,995,0,0
14,2,5,290,289,-32768,304,1,0
14,2,5,299,298,0,305,1,0
14,2,5,289,299,16384,306,0,0
14,2,5,298,290,-16384,307,0,0
14,2,5,303,304,16384,311,0,0
14,2,5,258,672,-16384,726,0,0
14,2,5,672,288,-16384,727,0,0
14,2,5,271,259,10250,278,0,0
14,2,5,275,271,16384,282,0,0
14,2,5,304,305,24576,312,0,0
14,2,5,302,303,8192,310,0,0
14,2,5,305,306,-32768,313,0,0
14,2,5,306,307,-24576,314,0,0
14,2,5,307,308,-16384,315,0,0
14,2,5,308,301,-8192,316,0,0
14,2,5,274,836,0,911,0,0
14,2,5,837,276,0,912,0,0
14,2,5,836,837,0,928,0,0
14,2,5,273,274,-8192,281,0,0
14,2,5,276,275,8192,283,0,0
14,2,5,842,844,-32768,921,0,0
14,2,5,844,845,24576,922,0,0
14,2,5,845,846,16384,923,0,0
14,2,5,846,847,0,924,0,0
14,2,5,847,848,-16384,925,0,0
14,2,5,848,849,-23421,926,0,0
14,2,5,849,843,-32768,927,0,0
14,2,5,843,842,-32768,929,0,0
14,2,5,840,841,-32768,914,0,0
14,2,5,841,842,16384,917,0,0
14,2,5,843,840,-16384,920,0,0
14,2,5,842,843,0,929,1,0
14,2,5,838,839,0,913,0,0
14,2,5,836,838,16384,915,0,0
14,2,5,839,837,-16384,918,0,0
14,2,5,837,836,-32768,928,1,0
14,2,5,839,838,-32768,913,1,0
14,2,5,841,840,0,914,1,0
14,2,5,838,841,16384,916,0,0
14,2,5,840,839,-16384,919,0,0
14,2,5,499,500,-32768,536,0,0
14,2,5,501,502,0,537,0,0
14,2,5,500,509,-32768,542,0,0
14,2,5,502,499,-16384,566,0,0
14,2,5,509,938,-32768,1090,0,0
14,2,5,507,501,-16384,540,0,0
14,2,5,1165,507,0,941,0,64
14,2,5,533,534,-16384,565,0,0
14,2,5,499,502,16384,566,1,0
14,2,5,502,533,0,568,0,0
14,2,5,534,499,-32768,573,0,0
14,2,5,1166,447,-32768,480,0,848
14,2,5,515,1167,0,575,0,0
14,2,5,447,543,16384,584,0,0
14,2,5,543,515,0,1236,0,0
14,2,5,513,514,-32768,545,0,0
14,2,5,861,513,-16384,951,0,0
14,2,5,1168,937,16384,1087,0,8
14,2,5,937,861,0,1089,0,0
14,2,5,514,515,-16384,546,0,0
14,2,5,936,1168,16384,1087,0,0
14,2,5,515,1169,-32768,1236,1,0
14,2,5,1170,936,0,1088,0,456
14,2,5,1169,543,-32768,1236,1,56
14,2,5,937,936,-16384,1087,1,0
14,2,5,936,1170,-32768,1088,1,0
14,2,5,939,1171,16384,1091,1,0
14,2,5,509,861,-16384,950,0,0
14,2,5,861,937,-32768,1089,1,0
14,2,5,938,509,0,1090,1,0
14,2,5,1171,938,16384,1091,1,56
14,2,5,1172,1173,16384,547,0,64
14,2,5,543,859,-32768,947,0,0
14,2,5,935,1170,0,1088,0,0
14,2,5,516,1172,16384,547,0,0
14,2,5,524,516,-32768,552,0,0
14,2,5,859,524,-16384,946,0,0
14,2,5,1173,1174,16384,547,0,184
14,2,5,1175,935,-16384,1086,0,200
14,2,5,518,519,16384,548,0,0
14,2,5,519,1165,0,941,0,0
14,2,5,938,939,-16384,1091,0,0
14,2,5,939,1176,-32768,1092,0,0
14,2,5,521,523,-16384,551,0,0
14,2,5,1177,940,-32768,1092,0,320
14,2,5,940,1178,16384,1093,0,0
14,2,5,539,540,-32768,578,0,0
14,2,5,915,539,-16384,1064,0,0
14,2,5,540,535,16384,1240,0,0
14,2,5,523,518,0,579,0,0
14,2,5,1176,1177,-32768,1092,0,64
14,2,5,520,521,-16384,549,0,0
14,2,5,1178,1179,16384,1093,0,192
14,2,5,535,536,16384,576,0,0
14,2,5,914,915,-16384,1065,0,0
14,2,5,521,520,16384,549,1,0
14,2,5,536,535,-16384,576,1,0
14,2,5,535,521,-32768,1237,0,0
14,2,5,520,536,0,1238,0,0
14,2,5,1180,1175,16384,1086,1,8
14,2,5,1179,940,-16384,1093,1,192
14,2,5,935,1180,16384,1086,1,0
14,2,5,1170,935,-32768,1088,1,8
14,2,5,940,939,0,1092,1,0
14,2,5,856,857,0,944,0,0
14,2,5,857,858,-16384,945,0,0
14,2,5,886,856,16384,1007,0,0
14,2,5,1181,426,-32768,463,0,16
14,2,5,426,1182,16384,1269,0,0
14,2,5,1183,517,16384,547,0,768
14,2,5,884,885,-16384,1005,0,0
14,2,5,517,884,0,1008,0,0
14,2,5,885,884,16384,1005,1,0
14,2,5,886,885,-32768,1006,1,0
14,2,5,856,886,-16384,1007,1,0
14,2,5,884,856,0,1009,0,0
14,2,5,1174,1183,16384,547,0,448
14,2,5,934,1175,-16384,1086,0,0
14,2,5,511,1184,-16384,544,0,0
14,2,5,858,511,0,952,0,0
14,2,5,885,886,0,1006,0,0
14,2,5,933,934,-32768,1085,0,0
14,2,5,525,526,16384,553,0,0
